id,folio,fecha,hora,cantidad,clave,descripcion,precio,categoria,mes,dia,ano,weekday,hora,time_of_day,sales
0,673,39:03.0,09:39:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,23,2024,Sunday,9,Manana,13.5
1,674,08:02.0,10:08:00,1,702,ARANDANO,5,TOPINGS,June,23,2024,Sunday,10,Manana,1.5
2,674,08:02.0,10:08:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,23,2024,Sunday,10,Manana,30
3,674,08:02.0,10:08:00,1,601,DESAYUNO BASICO,85,COMBOS,June,23,2024,Sunday,10,Manana,25.5
4,675,16:39.0,10:16:00,1,601,DESAYUNO BASICO,85,COMBOS,June,23,2024,Sunday,10,Manana,25.5
5,676,20:55.0,10:20:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,23,2024,Sunday,10,Manana,30
6,677,21:42.0,10:21:00,1,601,DESAYUNO BASICO,85,COMBOS,June,23,2024,Sunday,10,Manana,25.5
7,678,34:49.0,10:34:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,23,2024,Sunday,10,Manana,30
8,678,34:49.0,10:34:00,1,701,NUEZ,5,TOPINGS,June,23,2024,Sunday,10,Manana,1.5
9,679,59:44.0,10:59:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,23,2024,Sunday,10,Manana,19.5
10,680,00:20.0,11:00:00,1,407,CHUPAPANZAS LITRO Y MEDIO,95,BEBIDAS FRIAS,June,23,2024,Sunday,11,Manana,28.5
11,681,17:32.0,11:17:00,1,601,DESAYUNO BASICO,85,COMBOS,June,23,2024,Sunday,11,Manana,25.5
12,682,42:34.0,11:42:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,23,2024,Sunday,11,Manana,15
13,683,47:46.0,14:47:00,1,406,JUGO BETABEL,65,BEBIDAS FRIAS,June,23,2024,Sunday,14,Tarde,19.5
14,684,48:11.0,14:48:00,1,503,ALOE TAPA,10,EXTRAS,June,23,2024,Sunday,14,Tarde,3
15,684,48:11.0,14:48:00,1,503,ALOE TAPA,10,EXTRAS,June,23,2024,Sunday,14,Tarde,3
16,685,48:40.0,14:48:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,23,2024,Sunday,14,Tarde,30
17,686,03:35.0,08:03:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,8,Manana,25.5
18,687,21:21.0,08:21:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,24,2024,Monday,8,Manana,19.5
19,687,21:21.0,08:21:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,8,Manana,25.5
20,688,44:19.0,08:44:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,24,2024,Monday,8,Manana,19.5
21,688,44:19.0,08:44:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,24,2024,Monday,8,Manana,19.5
22,688,44:19.0,08:44:00,1,202,PANINNI,85,ALIMENTOS,June,24,2024,Monday,8,Manana,25.5
23,689,05:52.0,09:05:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,24,2024,Monday,9,Manana,19.5
24,690,22:27.0,09:22:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,24,2024,Monday,9,Manana,30
25,691,36:23.0,09:36:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,9,Manana,25.5
26,692,46:51.0,09:46:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,24,2024,Monday,9,Manana,15
27,694,55:55.0,09:55:00,1,701,NUEZ,5,TOPINGS,June,24,2024,Monday,9,Manana,1.5
28,694,55:55.0,09:55:00,1,702,ARANDANO,5,TOPINGS,June,24,2024,Monday,9,Manana,1.5
29,694,55:55.0,09:55:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,24,2024,Monday,9,Manana,30
30,695,56:37.0,09:56:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,24,2024,Monday,9,Manana,30
31,695,56:37.0,09:56:00,1,702,ARANDANO,5,TOPINGS,June,24,2024,Monday,9,Manana,1.5
32,696,32:04.0,10:32:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,24,2024,Monday,10,Manana,30
33,697,26:10.0,11:26:00,1,202,PANINNI,85,ALIMENTOS,June,24,2024,Monday,11,Manana,25.5
34,698,32:20.0,11:32:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,11,Manana,25.5
35,699,32:44.0,11:32:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,11,Manana,25.5
36,700,56:50.0,11:56:00,1,601,DESAYUNO BASICO,85,COMBOS,June,24,2024,Monday,11,Manana,25.5
37,701,51:55.0,12:51:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,24,2024,Monday,12,Tarde,13.5
38,702,54:41.0,12:54:00,1,503,ALOE TAPA,10,EXTRAS,June,24,2024,Monday,12,Tarde,3
39,702,54:41.0,12:54:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,24,2024,Monday,12,Tarde,15
40,702,54:41.0,12:54:00,1,503,ALOE TAPA,10,EXTRAS,June,24,2024,Monday,12,Tarde,3
41,702,54:41.0,12:54:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,24,2024,Monday,12,Tarde,15
42,703,54:16.0,09:54:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,25,2024,Tuesday,9,Manana,13.5
43,704,57:19.0,09:57:00,1,601,DESAYUNO BASICO,85,COMBOS,June,25,2024,Tuesday,9,Manana,25.5
44,705,24:02.0,10:24:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,25,2024,Tuesday,10,Manana,15
45,706,35:23.0,10:35:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,25,2024,Tuesday,10,Manana,19.5
46,707,45:01.0,10:45:00,1,201,SANDWICH DE AVENA,80,ALIMENTOS,June,25,2024,Tuesday,10,Manana,24
47,708,11:39.0,11:11:00,1,601,DESAYUNO BASICO,85,COMBOS,June,25,2024,Tuesday,11,Manana,25.5
48,709,20:06.0,11:20:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,25,2024,Tuesday,11,Manana,30
49,709,20:06.0,11:20:00,1,702,ARANDANO,5,TOPINGS,June,25,2024,Tuesday,11,Manana,1.5
50,710,23:32.0,11:23:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,25,2024,Tuesday,11,Manana,19.5
51,711,31:32.0,11:31:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,25,2024,Tuesday,11,Manana,30
52,712,55:56.0,11:55:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,25,2024,Tuesday,11,Manana,15
53,712,55:56.0,11:55:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,25,2024,Tuesday,11,Manana,13.5
54,713,15:13.0,12:15:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,25,2024,Tuesday,12,Tarde,30
55,714,16:41.0,12:16:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,25,2024,Tuesday,12,Tarde,15
56,715,38:11.0,12:38:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,25,2024,Tuesday,12,Tarde,13.5
57,716,48:21.0,09:48:00,1,507,CR7,15,EXTRAS,June,26,2024,Wednesday,9,Manana,4.5
58,716,48:21.0,09:48:00,1,503,ALOE TAPA,10,EXTRAS,June,26,2024,Wednesday,9,Manana,3
59,716,48:21.0,09:48:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,26,2024,Wednesday,9,Manana,30
60,716,48:21.0,09:48:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,26,2024,Wednesday,9,Manana,30
61,716,48:21.0,09:48:00,1,507,CR7,15,EXTRAS,June,26,2024,Wednesday,9,Manana,4.5
62,717,07:56.0,10:07:00,1,601,DESAYUNO BASICO,85,COMBOS,June,26,2024,Wednesday,10,Manana,25.5
63,718,37:56.0,10:37:00,1,205,WAFLE,75,ALIMENTOS,June,26,2024,Wednesday,10,Manana,22.5
64,719,40:06.0,10:40:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,26,2024,Wednesday,10,Manana,15
65,720,44:26.0,10:44:00,1,205,WAFLE,75,ALIMENTOS,June,26,2024,Wednesday,10,Manana,22.5
66,720,44:26.0,10:44:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,June,26,2024,Wednesday,10,Manana,19.5
67,721,48:33.0,10:48:00,1,601,DESAYUNO BASICO,85,COMBOS,June,26,2024,Wednesday,10,Manana,25.5
68,722,49:06.0,10:49:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,26,2024,Wednesday,10,Manana,30
69,723,56:25.0,11:56:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,26,2024,Wednesday,11,Manana,13.5
70,724,58:15.0,11:58:00,1,601,DESAYUNO BASICO,85,COMBOS,June,26,2024,Wednesday,11,Manana,25.5
71,725,29:00.0,09:29:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,27,2024,Thursday,9,Manana,15
72,726,01:08.0,10:01:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,10,Manana,19.5
73,726,01:08.0,10:01:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,27,2024,Thursday,10,Manana,6
74,727,06:23.0,10:06:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,27,2024,Thursday,10,Manana,15
75,728,12:21.0,10:12:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,27,2024,Thursday,10,Manana,30
76,728,12:21.0,10:12:00,1,702,ARANDANO,5,TOPINGS,June,27,2024,Thursday,10,Manana,1.5
77,729,15:01.0,10:15:00,1,504,PROBIOTICO,25,EXTRAS,June,27,2024,Thursday,10,Manana,7.5
78,729,15:01.0,10:15:00,1,701,NUEZ,5,TOPINGS,June,27,2024,Thursday,10,Manana,1.5
79,729,15:01.0,10:15:00,1,702,ARANDANO,5,TOPINGS,June,27,2024,Thursday,10,Manana,1.5
80,729,15:01.0,10:15:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,27,2024,Thursday,10,Manana,30
81,730,18:12.0,10:18:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,10,Manana,19.5
82,730,18:12.0,10:18:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,27,2024,Thursday,10,Manana,6
83,731,25:11.0,10:25:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,June,27,2024,Thursday,10,Manana,28.5
84,732,28:14.0,10:28:00,1,503,ALOE TAPA,10,EXTRAS,June,27,2024,Thursday,10,Manana,3
85,732,28:14.0,10:28:00,1,504,PROBIOTICO,25,EXTRAS,June,27,2024,Thursday,10,Manana,7.5
86,732,28:14.0,10:28:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,27,2024,Thursday,10,Manana,30
87,732,28:14.0,10:28:00,1,503,ALOE TAPA,10,EXTRAS,June,27,2024,Thursday,10,Manana,3
88,732,28:14.0,10:28:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,27,2024,Thursday,10,Manana,30
89,732,28:14.0,10:28:00,1,504,PROBIOTICO,25,EXTRAS,June,27,2024,Thursday,10,Manana,7.5
90,733,10:45.0,11:10:00,1,205,WAFLE,75,ALIMENTOS,June,27,2024,Thursday,11,Manana,22.5
91,734,40:09.0,11:40:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,27,2024,Thursday,11,Manana,30
92,735,04:53.0,12:04:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,12,Tarde,19.5
93,735,04:53.0,12:04:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,12,Tarde,19.5
94,735,04:53.0,12:04:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,June,27,2024,Thursday,12,Tarde,19.5
95,735,04:53.0,12:04:00,1,901,DONITA,30,POSTRES,June,27,2024,Thursday,12,Tarde,9
96,735,04:53.0,12:04:00,1,901,DONITA,30,POSTRES,June,27,2024,Thursday,12,Tarde,9
97,736,13:55.0,12:13:00,1,202,PANINNI,85,ALIMENTOS,June,27,2024,Thursday,12,Tarde,25.5
98,737,44:51.0,12:44:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,June,27,2024,Thursday,12,Tarde,19.5
99,738,46:29.0,12:46:00,1,901,DONITA,30,POSTRES,June,27,2024,Thursday,12,Tarde,9
100,739,53:38.0,12:53:00,1,901,DONITA,30,POSTRES,June,27,2024,Thursday,12,Tarde,9
101,739,53:38.0,12:53:00,1,901,DONITA,30,POSTRES,June,27,2024,Thursday,12,Tarde,9
102,740,54:56.0,12:54:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,27,2024,Thursday,12,Tarde,13.5
103,741,25:21.0,14:25:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,27,2024,Thursday,14,Tarde,6
104,741,25:21.0,14:25:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,14,Tarde,19.5
105,741,25:21.0,14:25:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,27,2024,Thursday,14,Tarde,19.5
106,742,03:22.0,15:03:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,27,2024,Thursday,15,Tarde,13.5
107,742,03:22.0,15:03:00,1,507,CR7,15,EXTRAS,June,27,2024,Thursday,15,Tarde,4.5
108,743,52:38.0,08:52:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,28,2024,Friday,8,Manana,13.5
109,744,58:02.0,08:58:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,8,Manana,6
110,744,58:02.0,08:58:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,8,Manana,19.5
111,744,58:02.0,08:58:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,8,Manana,6
112,744,58:02.0,08:58:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,8,Manana,19.5
113,745,59:07.0,08:59:00,1,601,DESAYUNO BASICO,85,COMBOS,June,28,2024,Friday,8,Manana,25.5
114,746,02:20.0,09:02:00,1,702,ARANDANO,5,TOPINGS,June,28,2024,Friday,9,Manana,1.5
115,746,02:20.0,09:02:00,1,701,NUEZ,5,TOPINGS,June,28,2024,Friday,9,Manana,1.5
116,746,02:20.0,09:02:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,28,2024,Friday,9,Manana,30
117,747,32:19.0,09:32:00,1,601,DESAYUNO BASICO,85,COMBOS,June,28,2024,Friday,9,Manana,25.5
118,748,33:19.0,09:33:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,28,2024,Friday,9,Manana,30
119,749,29:30.0,10:29:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,10,Manana,19.5
120,750,31:02.0,10:31:00,1,701,NUEZ,5,TOPINGS,June,28,2024,Friday,10,Manana,1.5
121,750,31:02.0,10:31:00,1,205,WAFLE,75,ALIMENTOS,June,28,2024,Friday,10,Manana,22.5
122,750,31:02.0,10:31:00,1,701,NUEZ,5,TOPINGS,June,28,2024,Friday,10,Manana,1.5
123,750,31:02.0,10:31:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,10,Manana,6
124,750,31:02.0,10:31:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,10,Manana,19.5
125,750,31:02.0,10:31:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,10,Manana,6
126,750,31:02.0,10:31:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,10,Manana,19.5
127,751,32:10.0,10:32:00,1,205,WAFLE,75,ALIMENTOS,June,28,2024,Friday,10,Manana,22.5
128,751,32:10.0,10:32:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,10,Manana,6
129,751,32:10.0,10:32:00,1,701,NUEZ,5,TOPINGS,June,28,2024,Friday,10,Manana,1.5
130,751,32:10.0,10:32:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,10,Manana,19.5
131,752,33:16.0,10:33:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,28,2024,Friday,10,Manana,30
132,753,34:12.0,10:34:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,28,2024,Friday,10,Manana,30
133,753,34:12.0,10:34:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,28,2024,Friday,10,Manana,13.5
134,754,43:30.0,10:43:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,10,Manana,19.5
135,754,43:30.0,10:43:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,28,2024,Friday,10,Manana,6
136,755,14:35.0,11:14:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,28,2024,Friday,11,Manana,19.5
137,755,14:35.0,11:14:00,1,205,WAFLE,75,ALIMENTOS,June,28,2024,Friday,11,Manana,22.5
138,756,33:53.0,11:33:00,1,601,DESAYUNO BASICO,85,COMBOS,June,28,2024,Friday,11,Manana,25.5
139,757,45:33.0,11:45:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,28,2024,Friday,11,Manana,15
140,758,58:19.0,11:58:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,28,2024,Friday,11,Manana,15
141,759,01:00.0,12:01:00,1,602,DESAYUNO WAFLE,110,COMBOS,June,28,2024,Friday,12,Tarde,33
142,759,01:00.0,12:01:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,28,2024,Friday,12,Tarde,15
143,759,01:00.0,12:01:00,1,704,CREMA DE MANI,10,TOPINGS,June,28,2024,Friday,12,Tarde,3
144,759,01:00.0,12:01:00,1,601,DESAYUNO BASICO,85,COMBOS,June,28,2024,Friday,12,Tarde,25.5
145,759,01:00.0,12:01:00,1,702,ARANDANO,5,TOPINGS,June,28,2024,Friday,12,Tarde,1.5
146,760,24:09.0,12:24:00,1,601,DESAYUNO BASICO,85,COMBOS,June,28,2024,Friday,12,Tarde,25.5
147,761,38:41.0,12:38:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,28,2024,Friday,12,Tarde,30
148,762,59:49.0,10:59:00,1,503,ALOE TAPA,10,EXTRAS,June,29,2024,Saturday,10,Manana,3
149,762,59:49.0,10:59:00,1,511,BARRA,45,EXTRAS,June,29,2024,Saturday,10,Manana,13.5
150,762,59:49.0,10:59:00,1,507,CR7,15,EXTRAS,June,29,2024,Saturday,10,Manana,4.5
151,762,59:49.0,10:59:00,1,202,PANINNI,85,ALIMENTOS,June,29,2024,Saturday,10,Manana,25.5
152,762,59:49.0,10:59:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,29,2024,Saturday,10,Manana,13.5
153,763,20:25.0,11:20:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,29,2024,Saturday,11,Manana,19.5
154,763,20:25.0,11:20:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,29,2024,Saturday,11,Manana,19.5
155,764,51:04.0,11:51:00,1,901,DONITA,30,POSTRES,June,29,2024,Saturday,11,Manana,9
156,764,51:04.0,11:51:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,29,2024,Saturday,11,Manana,19.5
157,764,51:04.0,11:51:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,29,2024,Saturday,11,Manana,19.5
158,765,12:01.0,12:12:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,29,2024,Saturday,12,Tarde,30
159,766,12:23.0,12:12:00,1,901,DONITA,30,POSTRES,June,29,2024,Saturday,12,Tarde,9
160,767,43:20.0,13:43:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,June,29,2024,Saturday,13,Tarde,19.5
161,768,43:41.0,13:43:00,1,511,BARRA,45,EXTRAS,June,29,2024,Saturday,13,Tarde,13.5
162,768,43:41.0,13:43:00,1,511,BARRA,45,EXTRAS,June,29,2024,Saturday,13,Tarde,13.5
163,769,03:23.0,14:03:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,29,2024,Saturday,14,Tarde,19.5
164,770,30:48.0,09:30:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,30,2024,Sunday,9,Manana,30
165,771,33:50.0,09:33:00,1,201,SANDWICH DE AVENA,80,ALIMENTOS,June,30,2024,Sunday,9,Manana,24
166,772,52:23.0,09:52:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,9,Manana,25.5
167,773,55:58.0,09:55:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,30,2024,Sunday,9,Manana,19.5
168,774,09:32.0,10:09:00,1,504,PROBIOTICO,25,EXTRAS,June,30,2024,Sunday,10,Manana,7.5
169,774,09:32.0,10:09:00,1,702,ARANDANO,5,TOPINGS,June,30,2024,Sunday,10,Manana,1.5
170,774,09:32.0,10:09:00,1,701,NUEZ,5,TOPINGS,June,30,2024,Sunday,10,Manana,1.5
171,774,09:32.0,10:09:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,June,30,2024,Sunday,10,Manana,30
172,775,11:29.0,10:11:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,10,Manana,25.5
173,775,11:29.0,10:11:00,1,707,YOGURTH,5,TOPINGS,June,30,2024,Sunday,10,Manana,1.5
174,776,12:50.0,10:12:00,1,704,CREMA DE MANI,10,TOPINGS,June,30,2024,Sunday,10,Manana,3
175,776,12:50.0,10:12:00,1,702,ARANDANO,5,TOPINGS,June,30,2024,Sunday,10,Manana,1.5
176,776,12:50.0,10:12:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,10,Manana,25.5
177,777,50:16.0,10:50:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,June,30,2024,Sunday,10,Manana,19.5
178,778,50:52.0,10:50:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,10,Manana,25.5
179,779,51:50.0,10:51:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,10,Manana,25.5
180,780,26:35.0,11:26:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,11,Manana,25.5
181,780,26:35.0,11:26:00,1,204,CREPA DULCE,85,ALIMENTOS,June,30,2024,Sunday,11,Manana,25.5
182,781,58:40.0,11:58:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,30,2024,Sunday,11,Manana,19.5
183,781,58:40.0,11:58:00,1,508,PROTEINA VAINILLA,20,EXTRAS,June,30,2024,Sunday,11,Manana,6
184,782,01:06.0,12:01:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,12,Tarde,25.5
185,783,15:30.0,13:15:00,1,205,WAFLE,75,ALIMENTOS,June,30,2024,Sunday,13,Tarde,22.5
186,783,15:30.0,13:15:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,June,30,2024,Sunday,13,Tarde,19.5
187,784,17:34.0,13:17:00,1,601,DESAYUNO BASICO,85,COMBOS,June,30,2024,Sunday,13,Tarde,25.5
188,786,19:42.0,13:19:00,1,402,MEGATE,50,BEBIDAS FRIAS,June,30,2024,Sunday,13,Tarde,15
189,787,29:11.0,13:29:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,30,2024,Sunday,13,Tarde,13.5
190,787,29:11.0,13:29:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,30,2024,Sunday,13,Tarde,13.5
191,787,29:11.0,13:29:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,30,2024,Sunday,13,Tarde,13.5
192,787,29:11.0,13:29:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,June,30,2024,Sunday,13,Tarde,13.5
193,787,29:11.0,13:29:00,1,504,PROBIOTICO,25,EXTRAS,June,30,2024,Sunday,13,Tarde,7.5
194,787,29:11.0,13:29:00,1,504,PROBIOTICO,25,EXTRAS,June,30,2024,Sunday,13,Tarde,7.5
195,787,29:11.0,13:29:00,1,207,PONCHE CUCHARADA,30,EXTRAS,June,30,2024,Sunday,13,Tarde,9
196,787,29:11.0,13:29:00,1,507,CR7,15,EXTRAS,June,30,2024,Sunday,13,Tarde,4.5
197,787,29:11.0,13:29:00,1,507,CR7,15,EXTRAS,June,30,2024,Sunday,13,Tarde,4.5
198,787,29:11.0,13:29:00,1,207,PONCHE CUCHARADA,30,EXTRAS,June,30,2024,Sunday,13,Tarde,9
199,788,30:15.0,13:30:00,1,901,DONITA,30,POSTRES,June,30,2024,Sunday,13,Tarde,9
200,789,39:40.0,14:39:00,1,205,WAFLE,75,ALIMENTOS,June,30,2024,Sunday,14,Tarde,22.5
201,790,29:08.0,09:29:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,2,2024,Tuesday,9,Manana,15
202,791,50:39.0,09:50:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,2,2024,Tuesday,9,Manana,13.5
203,791,50:39.0,09:50:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,2,2024,Tuesday,9,Manana,13.5
204,792,32:02.0,10:32:00,1,702,ARANDANO,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
205,792,32:02.0,10:32:00,1,706,FRUTA,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
206,792,32:02.0,10:32:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,2,2024,Tuesday,10,Manana,30
207,793,49:26.0,10:49:00,1,702,ARANDANO,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
208,793,49:26.0,10:49:00,1,504,PROBIOTICO,25,EXTRAS,July,2,2024,Tuesday,10,Manana,7.5
209,793,49:26.0,10:49:00,1,701,NUEZ,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
210,793,49:26.0,10:49:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,2,2024,Tuesday,10,Manana,30
211,794,50:55.0,10:50:00,1,707,YOGURTH,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
212,794,50:55.0,10:50:00,1,707,YOGURTH,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
213,794,50:55.0,10:50:00,1,702,ARANDANO,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
214,794,50:55.0,10:50:00,1,702,ARANDANO,5,TOPINGS,July,2,2024,Tuesday,10,Manana,1.5
215,794,50:55.0,10:50:00,1,601,DESAYUNO BASICO,85,COMBOS,July,2,2024,Tuesday,10,Manana,25.5
216,794,50:55.0,10:50:00,1,601,DESAYUNO BASICO,85,COMBOS,July,2,2024,Tuesday,10,Manana,25.5
217,795,55:01.0,10:55:00,1,901,DONITA,30,POSTRES,July,2,2024,Tuesday,10,Manana,9
218,795,55:01.0,10:55:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,2,2024,Tuesday,10,Manana,13.5
219,795,55:01.0,10:55:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,2,2024,Tuesday,10,Manana,30
220,796,56:49.0,10:56:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,2,2024,Tuesday,10,Manana,13.5
