id,folio,fecha,hora,cantidad,clave,descripcion,precio,categoria,mes,dia,ano,weekday,hora,time_of_day,sales
661,1101,34:37.0,10:34:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,23,2024,Tuesday,10,Manana,30
662,1101,34:37.0,10:34:00,1,601,DESAYUNO BASICO,85,COMBOS,July,23,2024,Tuesday,10,Manana,25.5
663,1101,34:37.0,10:34:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,23,2024,Tuesday,10,Manana,30
664,1102,41:09.0,10:41:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,23,2024,Tuesday,10,Manana,30
665,1102,41:09.0,10:41:00,1,901,DONITA,30,POSTRES,July,23,2024,Tuesday,10,Manana,9
666,1103,59:47.0,10:59:00,1,202,PANINNI,85,ALIMENTOS,July,23,2024,Tuesday,10,Manana,25.5
667,1103,59:47.0,10:59:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,23,2024,Tuesday,10,Manana,28.5
668,1103,59:47.0,10:59:00,1,901,DONITA,30,POSTRES,July,23,2024,Tuesday,10,Manana,9
669,1103,59:47.0,10:59:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,23,2024,Tuesday,10,Manana,28.5
670,1104,31:49.0,11:31:00,1,601,DESAYUNO BASICO,85,COMBOS,July,23,2024,Tuesday,11,Manana,25.5
671,1105,36:00.0,11:36:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,23,2024,Tuesday,11,Manana,30
672,1106,22:37.0,12:22:00,1,202,PANINNI,85,ALIMENTOS,July,23,2024,Tuesday,12,Tarde,25.5
673,1107,11:41.0,13:11:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,23,2024,Tuesday,13,Tarde,19.5
674,1108,25:30.0,13:25:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,23,2024,Tuesday,13,Tarde,30
675,1108,25:30.0,13:25:00,1,702,ARANDANO,5,TOPINGS,July,23,2024,Tuesday,13,Tarde,1.5
676,1495,19:37.0,08:19:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,8,Manana,30
677,1110,50:58.0,08:50:00,1,207,PONCHE CUCHARADA,30,EXTRAS,July,24,2024,Wednesday,8,Manana,9
678,1111,57:16.0,08:57:00,1,702,ARANDANO,5,TOPINGS,July,24,2024,Wednesday,8,Manana,1.5
679,1111,57:16.0,08:57:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,8,Manana,30
680,1111,57:16.0,08:57:00,1,601,DESAYUNO BASICO,85,COMBOS,July,24,2024,Wednesday,8,Manana,25.5
681,1112,30:16.0,09:30:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,24,2024,Wednesday,9,Manana,19.5
682,1112,30:16.0,09:30:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,9,Manana,19.5
683,1491,37:52.0,09:37:00,1,601,DESAYUNO BASICO,85,COMBOS,July,24,2024,Wednesday,9,Manana,25.5
684,1113,47:00.0,09:47:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,9,Manana,19.5
685,1489,53:39.0,09:53:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,9,Manana,30
686,1489,53:39.0,09:53:00,1,706,FRUTA,5,TOPINGS,July,24,2024,Wednesday,9,Manana,1.5
687,1488,05:25.0,10:05:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,10,Manana,19.5
688,1114,21:20.0,10:21:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,24,2024,Wednesday,10,Manana,15
689,1115,21:40.0,10:21:00,1,601,DESAYUNO BASICO,85,COMBOS,July,24,2024,Wednesday,10,Manana,25.5
690,1116,38:18.0,10:38:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,10,Manana,30
691,1117,42:07.0,10:42:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,10,Manana,19.5
692,1117,42:07.0,10:42:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,10,Manana,19.5
693,1117,42:07.0,10:42:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,24,2024,Wednesday,10,Manana,6
694,1117,42:07.0,10:42:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,10,Manana,30
695,1490,47:04.0,10:47:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,10,Manana,30
696,1118,55:20.0,10:55:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,10,Manana,30
697,1119,19:42.0,11:19:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,11,Manana,30
698,1119,19:42.0,11:19:00,1,704,CREMA DE MANI,10,TOPINGS,July,24,2024,Wednesday,11,Manana,3
699,1120,36:45.0,11:36:00,1,202,PANINNI,85,ALIMENTOS,July,24,2024,Wednesday,11,Manana,25.5
700,1492,57:23.0,11:57:00,1,502,FIBRA,32,EXTRAS,July,24,2024,Wednesday,11,Manana,9.6
701,1492,57:23.0,11:57:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,11,Manana,30
702,1492,57:23.0,11:57:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,11,Manana,30
703,1498,06:16.0,12:06:00,1,207,PONCHE CUCHARADA,30,EXTRAS,July,24,2024,Wednesday,12,Tarde,9
704,1498,06:16.0,12:06:00,1,801,VASO Y TAPA,5,DESECHABLE,July,24,2024,Wednesday,12,Tarde,1.5
705,1493,39:10.0,12:39:00,1,702,ARANDANO,5,TOPINGS,July,24,2024,Wednesday,12,Tarde,1.5
706,1493,39:10.0,12:39:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,24,2024,Wednesday,12,Tarde,28.5
707,1493,39:10.0,12:39:00,1,702,ARANDANO,5,TOPINGS,July,24,2024,Wednesday,12,Tarde,1.5
708,1493,39:10.0,12:39:00,1,701,NUEZ,5,TOPINGS,July,24,2024,Wednesday,12,Tarde,1.5
709,1493,39:10.0,12:39:00,1,701,NUEZ,5,TOPINGS,July,24,2024,Wednesday,12,Tarde,1.5
710,1493,39:10.0,12:39:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,12,Tarde,30
711,1493,39:10.0,12:39:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,12,Tarde,30
712,1494,57:47.0,12:57:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,24,2024,Wednesday,12,Tarde,28.5
713,1121,12:00.0,13:12:00,1,503,ALOE TAPA,10,EXTRAS,July,24,2024,Wednesday,13,Tarde,3
714,1121,12:00.0,13:12:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,13,Tarde,30
715,1121,12:00.0,13:12:00,1,503,ALOE TAPA,10,EXTRAS,July,24,2024,Wednesday,13,Tarde,3
716,1121,12:00.0,13:12:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,13,Tarde,30
717,1123,33:08.0,13:33:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,13,Tarde,19.5
718,1496,40:29.0,13:40:00,1,511,BARRA,45,EXTRAS,July,24,2024,Wednesday,13,Tarde,13.5
719,1124,43:44.0,13:43:00,1,407,CHUPAPANZAS LITRO Y MEDIO,95,BEBIDAS FRIAS,July,24,2024,Wednesday,13,Tarde,28.5
720,1497,45:38.0,13:45:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,24,2024,Wednesday,13,Tarde,30
721,1125,52:41.0,13:52:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,24,2024,Wednesday,13,Tarde,13.5
722,1126,55:47.0,13:55:00,1,503,ALOE TAPA,10,EXTRAS,July,24,2024,Wednesday,13,Tarde,3
723,1126,55:47.0,13:55:00,1,403,BOWL,95,BEBIDAS FRIAS,July,24,2024,Wednesday,13,Tarde,28.5
724,1126,55:47.0,13:55:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,24,2024,Wednesday,13,Tarde,19.5
725,1126,55:47.0,13:55:00,1,403,BOWL,95,BEBIDAS FRIAS,July,24,2024,Wednesday,13,Tarde,28.5
726,1499,39:32.0,14:39:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,24,2024,Wednesday,14,Tarde,15
727,1499,39:32.0,14:39:00,1,503,ALOE TAPA,10,EXTRAS,July,24,2024,Wednesday,14,Tarde,3
728,1500,53:33.0,14:53:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,24,2024,Wednesday,14,Tarde,13.5
729,1501,10:09.0,08:10:00,1,503,ALOE TAPA,10,EXTRAS,July,25,2024,Thursday,8,Manana,3
730,1501,10:09.0,08:10:00,1,503,ALOE TAPA,10,EXTRAS,July,25,2024,Thursday,8,Manana,3
731,1502,47:57.0,09:47:00,1,701,NUEZ,5,TOPINGS,July,25,2024,Thursday,9,Manana,1.5
732,1502,47:57.0,09:47:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,25,2024,Thursday,9,Manana,30
733,1502,47:57.0,09:47:00,1,702,ARANDANO,5,TOPINGS,July,25,2024,Thursday,9,Manana,1.5
734,1502,47:57.0,09:47:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,25,2024,Thursday,9,Manana,30
735,1503,51:29.0,09:51:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,9,Manana,19.5
736,1504,59:56.0,09:59:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,25,2024,Thursday,9,Manana,30
737,1505,05:51.0,10:05:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,10,Manana,19.5
738,1505,05:51.0,10:05:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,25,2024,Thursday,10,Manana,6
739,1127,39:52.0,10:39:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,25,2024,Thursday,10,Manana,15
740,1128,41:15.0,10:41:00,1,202,PANINNI,85,ALIMENTOS,July,25,2024,Thursday,10,Manana,25.5
741,1506,54:25.0,10:54:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,10,Manana,19.5
742,1129,34:24.0,11:34:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,25,2024,Thursday,11,Manana,30
743,1130,45:45.0,11:45:00,1,202,PANINNI,85,ALIMENTOS,July,25,2024,Thursday,11,Manana,25.5
744,1130,45:45.0,11:45:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,11,Manana,19.5
745,1131,58:06.0,11:58:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,25,2024,Thursday,11,Manana,30
746,1133,56:38.0,12:56:00,1,601,DESAYUNO BASICO,85,COMBOS,July,25,2024,Thursday,12,Tarde,25.5
747,1134,57:05.0,12:57:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,12,Tarde,19.5
748,1134,57:05.0,12:57:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,25,2024,Thursday,12,Tarde,6
749,1135,57:23.0,12:57:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,25,2024,Thursday,12,Tarde,6
750,1135,57:23.0,12:57:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,12,Tarde,19.5
751,1135,57:23.0,12:57:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,25,2024,Thursday,12,Tarde,6
752,1135,57:23.0,12:57:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,12,Tarde,19.5
753,1507,24:40.0,13:24:00,1,208,WAFLE ESPECIAL,90,ALIMENTOS,July,25,2024,Thursday,13,Tarde,27
754,1507,24:40.0,13:24:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,25,2024,Thursday,13,Tarde,19.5
755,1508,33:43.0,13:33:00,1,202,PANINNI,85,ALIMENTOS,July,25,2024,Thursday,13,Tarde,25.5
756,1508,33:43.0,13:33:00,1,202,PANINNI,85,ALIMENTOS,July,25,2024,Thursday,13,Tarde,25.5
757,1509,34:54.0,13:34:00,1,201,SANDWICH DE AVENA,80,ALIMENTOS,July,25,2024,Thursday,13,Tarde,24
758,1509,34:54.0,13:34:00,1,406,JUGO BETABEL,65,BEBIDAS FRIAS,July,25,2024,Thursday,13,Tarde,19.5
759,1136,41:27.0,13:41:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,25,2024,Thursday,13,Tarde,15
760,1510,44:46.0,08:44:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,26,2024,Friday,8,Manana,19.5
761,1511,46:22.0,08:46:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,26,2024,Friday,8,Manana,19.5
762,1511,46:22.0,08:46:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,26,2024,Friday,8,Manana,19.5
763,1512,56:30.0,08:56:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,26,2024,Friday,8,Manana,30
764,1513,35:31.0,09:35:00,1,503,ALOE TAPA,10,EXTRAS,July,26,2024,Friday,9,Manana,3
765,1514,16:46.0,10:16:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,26,2024,Friday,10,Manana,19.5
766,1515,44:09.0,10:44:00,1,503,ALOE TAPA,10,EXTRAS,July,26,2024,Friday,10,Manana,3
767,1515,44:09.0,10:44:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,26,2024,Friday,10,Manana,6
768,1515,44:09.0,10:44:00,1,503,ALOE TAPA,10,EXTRAS,July,26,2024,Friday,10,Manana,3
769,1515,44:09.0,10:44:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,26,2024,Friday,10,Manana,19.5
770,1521,53:57.0,10:53:00,1,801,VASO Y TAPA,5,DESECHABLE,July,26,2024,Friday,10,Manana,1.5
771,1516,11:06.0,11:11:00,1,601,DESAYUNO BASICO,85,COMBOS,July,26,2024,Friday,11,Manana,25.5
772,1517,11:48.0,11:11:00,1,601,DESAYUNO BASICO,85,COMBOS,July,26,2024,Friday,11,Manana,25.5
773,1518,18:23.0,11:18:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,26,2024,Friday,11,Manana,28.5
774,1519,21:12.0,11:21:00,1,702,ARANDANO,5,TOPINGS,July,26,2024,Friday,11,Manana,1.5
775,1519,21:12.0,11:21:00,1,502,FIBRA,32,EXTRAS,July,26,2024,Friday,11,Manana,9.6
776,1519,21:12.0,11:21:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,26,2024,Friday,11,Manana,6
777,1520,23:58.0,11:23:00,1,702,ARANDANO,5,TOPINGS,July,26,2024,Friday,11,Manana,1.5
778,1522,08:35.0,12:08:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,26,2024,Friday,12,Tarde,15
779,1523,09:06.0,13:09:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,26,2024,Friday,13,Tarde,13.5
780,1523,09:06.0,13:09:00,1,202,PANINNI,85,ALIMENTOS,July,26,2024,Friday,13,Tarde,25.5
781,1523,09:06.0,13:09:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,26,2024,Friday,13,Tarde,28.5
782,1523,09:06.0,13:09:00,1,601,DESAYUNO BASICO,85,COMBOS,July,26,2024,Friday,13,Tarde,25.5
783,1523,34:32.0,13:34:00,1,506,CALCIO,15,EXTRAS,July,26,2024,Friday,13,Tarde,4.5
784,1523,34:50.0,13:34:00,1,403,BOWL,95,BEBIDAS FRIAS,July,26,2024,Friday,13,Tarde,28.5
785,1524,41:34.0,13:41:00,1,601,DESAYUNO BASICO,85,COMBOS,July,26,2024,Friday,13,Tarde,25.5
786,1525,07:02.0,14:07:00,1,702,ARANDANO,5,TOPINGS,July,26,2024,Friday,14,Tarde,1.5
787,1525,07:02.0,14:07:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,26,2024,Friday,14,Tarde,6
788,1525,07:02.0,14:07:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,26,2024,Friday,14,Tarde,19.5
789,1527,09:02.0,09:09:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,27,2024,Saturday,9,Manana,30
790,1527,09:02.0,09:09:00,1,701,NUEZ,5,TOPINGS,July,27,2024,Saturday,9,Manana,1.5
791,1526,09:46.0,09:09:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,27,2024,Saturday,9,Manana,30
792,1526,09:46.0,09:09:00,1,701,NUEZ,5,TOPINGS,July,27,2024,Saturday,9,Manana,1.5
793,1528,45:27.0,09:45:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,9,Manana,19.5
794,1528,45:27.0,09:45:00,1,406,JUGO BETABEL,65,BEBIDAS FRIAS,July,27,2024,Saturday,9,Manana,19.5
795,1529,54:52.0,09:54:00,1,404,MALTEADA ESPECIAL,95,BEBIDAS FRIAS,July,27,2024,Saturday,9,Manana,28.5
796,1137,55:57.0,09:55:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,27,2024,Saturday,9,Manana,13.5
797,1138,19:26.0,10:19:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,10,Manana,19.5
798,1139,39:04.0,10:39:00,1,205,WAFLE,75,ALIMENTOS,July,27,2024,Saturday,10,Manana,22.5
799,1139,39:04.0,10:39:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,10,Manana,19.5
800,1139,39:04.0,10:39:00,1,201,SANDWICH DE AVENA,80,ALIMENTOS,July,27,2024,Saturday,10,Manana,24
801,1139,39:04.0,10:39:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,10,Manana,19.5
802,1530,42:13.0,10:42:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,10,Manana,19.5
803,1530,42:13.0,10:42:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,27,2024,Saturday,10,Manana,6
804,1140,46:45.0,10:46:00,1,702,ARANDANO,5,TOPINGS,July,27,2024,Saturday,10,Manana,1.5
805,1140,46:45.0,10:46:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,27,2024,Saturday,10,Manana,30
806,1140,46:45.0,10:46:00,1,601,DESAYUNO BASICO,85,COMBOS,July,27,2024,Saturday,10,Manana,25.5
807,1531,48:22.0,10:48:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,27,2024,Saturday,10,Manana,30
808,1531,48:22.0,10:48:00,1,702,ARANDANO,5,TOPINGS,July,27,2024,Saturday,10,Manana,1.5
809,1532,53:23.0,10:53:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,27,2024,Saturday,10,Manana,19.5
810,1533,19:20.0,11:19:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,11,Manana,19.5
811,1141,46:41.0,11:46:00,1,202,PANINNI,85,ALIMENTOS,July,27,2024,Saturday,11,Manana,25.5
812,1141,46:41.0,11:46:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,27,2024,Saturday,11,Manana,19.5
813,1534,53:20.0,11:53:00,1,205,WAFLE,75,ALIMENTOS,July,27,2024,Saturday,11,Manana,22.5
814,1534,53:20.0,11:53:00,1,703,NUTELA,10,TOPINGS,July,27,2024,Saturday,11,Manana,3
815,1535,56:46.0,11:56:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,11,Manana,19.5
816,1536,02:06.0,12:02:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,27,2024,Saturday,12,Tarde,15
817,1142,46:46.0,12:46:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,27,2024,Saturday,12,Tarde,19.5
818,1143,01:20.0,13:01:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,13,Tarde,19.5
819,1143,01:20.0,13:01:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,13,Tarde,19.5
820,1143,01:20.0,13:01:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,13,Tarde,19.5
821,1537,21:42.0,13:21:00,1,402,MEGATE,50,BEBIDAS FRIAS,July,27,2024,Saturday,13,Tarde,15
822,1537,21:42.0,13:21:00,1,503,ALOE TAPA,10,EXTRAS,July,27,2024,Saturday,13,Tarde,3
823,1538,15:08.0,14:15:00,1,601,DESAYUNO BASICO,85,COMBOS,July,27,2024,Saturday,14,Tarde,25.5
824,1539,34:22.0,14:34:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,14,Tarde,19.5
825,1539,34:22.0,14:34:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,27,2024,Saturday,14,Tarde,6
826,1540,35:43.0,14:35:00,1,601,DESAYUNO BASICO,85,COMBOS,July,27,2024,Saturday,14,Tarde,25.5
827,1541,36:31.0,14:36:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,27,2024,Saturday,14,Tarde,19.5
828,1144,43:18.0,14:43:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,27,2024,Saturday,14,Tarde,13.5
829,1542,48:35.0,14:48:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,27,2024,Saturday,14,Tarde,13.5
830,1145,57:55.0,14:57:00,1,406,JUGO BETABEL,65,BEBIDAS FRIAS,July,27,2024,Saturday,14,Tarde,19.5
831,1146,38:44.0,15:38:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,27,2024,Saturday,15,Tarde,13.5
832,1147,25:35.0,09:25:00,1,503,ALOE TAPA,10,EXTRAS,July,28,2024,Sunday,9,Manana,3
833,1147,25:35.0,09:25:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,9,Manana,30
834,1147,25:35.0,09:25:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,9,Manana,30
835,1148,12:43.0,10:12:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,10,Manana,30
836,1149,20:03.0,10:20:00,1,601,DESAYUNO BASICO,85,COMBOS,July,28,2024,Sunday,10,Manana,25.5
837,1150,27:43.0,10:27:00,1,204,CREPA DULCE,85,ALIMENTOS,July,28,2024,Sunday,10,Manana,25.5
838,1150,27:43.0,10:27:00,1,408,LIFTOFF,45,BEBIDAS FRIAS,July,28,2024,Sunday,10,Manana,13.5
839,1150,27:43.0,10:27:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,10,Manana,30
840,1150,27:43.0,10:27:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,10,Manana,30
841,1150,27:43.0,10:27:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,10,Manana,30
842,1151,31:50.0,10:31:00,1,511,BARRA,45,EXTRAS,July,28,2024,Sunday,10,Manana,13.5
843,1151,31:50.0,10:31:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,28,2024,Sunday,10,Manana,19.5
844,1151,31:50.0,10:31:00,1,205,WAFLE,75,ALIMENTOS,July,28,2024,Sunday,10,Manana,22.5
845,1152,36:07.0,10:36:00,1,602,DESAYUNO WAFLE,110,COMBOS,July,28,2024,Sunday,10,Manana,33
846,1153,46:17.0,10:46:00,1,408,LIFTOFF,45,BEBIDAS FRIAS,July,28,2024,Sunday,10,Manana,13.5
847,1153,46:17.0,10:46:00,1,408,LIFTOFF,45,BEBIDAS FRIAS,July,28,2024,Sunday,10,Manana,13.5
848,1153,46:17.0,10:46:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,10,Manana,30
849,1154,51:42.0,10:51:00,1,202,PANINNI,85,ALIMENTOS,July,28,2024,Sunday,10,Manana,25.5
850,1154,51:42.0,10:51:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,28,2024,Sunday,10,Manana,19.5
851,1155,52:28.0,11:52:00,1,702,ARANDANO,5,TOPINGS,July,28,2024,Sunday,11,Manana,1.5
852,1155,52:28.0,11:52:00,1,701,NUEZ,5,TOPINGS,July,28,2024,Sunday,11,Manana,1.5
853,1155,52:28.0,11:52:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,11,Manana,30
854,1156,19:42.0,12:19:00,1,202,PANINNI,85,ALIMENTOS,July,28,2024,Sunday,12,Tarde,25.5
855,1157,26:19.0,12:26:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,12,Tarde,30
856,1158,31:07.0,12:31:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,28,2024,Sunday,12,Tarde,19.5
857,1159,33:36.0,12:33:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,12,Tarde,30
858,1160,44:47.0,12:44:00,1,702,ARANDANO,5,TOPINGS,July,28,2024,Sunday,12,Tarde,1.5
859,1160,44:47.0,12:44:00,1,701,NUEZ,5,TOPINGS,July,28,2024,Sunday,12,Tarde,1.5
860,1160,44:47.0,12:44:00,1,601,DESAYUNO BASICO,85,COMBOS,July,28,2024,Sunday,12,Tarde,25.5
861,1161,33:10.0,13:33:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,28,2024,Sunday,13,Tarde,30
862,1557,50:46.0,08:50:00,1,702,ARANDANO,5,TOPINGS,July,29,2024,Monday,8,Manana,1.5
863,1557,50:46.0,08:50:00,1,301,TE DE HIERBAS O NRG,45,BEBIDAS CALIENTES,July,29,2024,Monday,8,Manana,13.5
864,1557,50:46.0,08:50:00,1,702,ARANDANO,5,TOPINGS,July,29,2024,Monday,8,Manana,1.5
865,1557,50:46.0,08:50:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,29,2024,Monday,8,Manana,30
866,1557,50:46.0,08:50:00,1,607,DESAYUNO CON PROTEINA PONCHE,100,COMBOS,July,29,2024,Monday,8,Manana,30
867,1162,11:03.0,09:11:00,1,405,JUGO VERDE,65,BEBIDAS FRIAS,July,29,2024,Monday,9,Manana,19.5
868,1558,32:01.0,09:32:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,29,2024,Monday,9,Manana,19.5
869,1558,32:01.0,09:32:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,29,2024,Monday,9,Manana,6
870,1558,32:01.0,09:32:00,1,508,PROTEINA VAINILLA,20,EXTRAS,July,29,2024,Monday,9,Manana,6
871,1558,32:01.0,09:32:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,29,2024,Monday,9,Manana,19.5
872,1558,32:01.0,09:32:00,1,401,MALTEADAS,65,BEBIDAS FRIAS,July,29,2024,Monday,9,Manana,19.5
873,1562,36:44.0,09:36:00,1,205,WAFLE,75,ALIMENTOS,July,29,2024,Monday,9,Manana,22.5
